invoicedetailid,invoiceid,productid,productprice,itemcost,consignorid,productdescription,invoicedate
7264,2825,59963,4.49,3.81,19,Set 4 White Fence,2019-09-21
7261,2824,32816,3.00,2.55,22,57- Mex Toy,2019-09-21
7259,2822,18271,14.95,12.70,56,Nubby Blanket,2019-09-21
7258,2821,50547,0.75,0.63,500,Bottled Water,2019-09-21
7252,2818,8758,10.00,8.50,46,Vintage Meat Grinder- #21,2019-09-21
7250,2817,59960,12.99,0.00,500,Melissa&Doug,2019-09-21
7466,2886,60057,2.00,1.70,56,Basket Item,2019-09-21
7465,2886,60056,2.99,0.00,500,Burlap Bag,2019-09-21
7464,2886,7836,18.95,16.10,56,#1b Rustic Shelf,2019-09-21
7459,2885,16026,10.00,8.50,506,Med. Pumpkin Box,2019-09-21
7457,2885,765,15.00,12.75,23,#11d Bacon Press,2019-09-21
7455,2885,58638,6.99,5.94,27,Condiment Holder,2019-09-21
7453,2885,9387,4.95,4.20,27,Mg Tablecloth Red #24,2019-09-21
7469,2888,60060,2.99,0.00,500,Burlap Sack,2019-09-21
7468,2887,60059,1.75,1.48,59,Stacking Box Set 4,2019-09-21
7467,2887,60058,1.39,0.00,500,Rhinestones,2019-09-21
7463,2886,47870,8.99,0.00,500,Chalk-acrylic-everlasting,2019-09-21
7462,2885,180390,20.00,17.00,92,Old Suitcase,2019-09-21
7461,2885,31159,4.50,3.82,67,#56 A Set Of Two Potholde,2019-09-21
7460,2885,60055,10.00,8.50,61,White Vase,2019-09-21
7458,2885,15713,7.95,6.75,31,Friendship Print,2019-09-21
7456,2885,20679,1.24,1.05,35,Glass Chef Canister - Nh3,2019-09-21
7454,2885,60054,10.00,8.50,61,White Tray,2019-09-21
7452,2885,58659,3.99,3.39,2,Starfish Plate,2019-09-21
7451,2884,57960,0.75,0.63,500,Mini Animal,2019-09-21
7449,2883,58764,9.00,7.65,43,Light Blue Heels,2019-09-21
7446,2881,60041,5.99,0.00,500,Vintage,2019-09-21
7443,2880,59892,1.25,1.06,511,Pumpkin Decor,2019-09-21
7442,2880,60040,4.00,3.40,5,Bird In Basket,2019-09-21
7441,2880,27011,3.50,2.97,59,41 Mesh Hanging Pumpkins,2019-09-21
7440,2880,27011,3.50,2.97,59,41 Mesh Hanging Pumpkins,2019-09-21
7437,2879,180425,2.00,1.70,48,SALE Bandana Bib,2019-09-21
7436,2878,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-21
7435,2878,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-21
7434,2878,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-21
7432,2876,60039,13.98,0.00,500,Fabric,2019-09-21
7427,2875,41783,28.00,23.80,74,Footed Romper Bamboo Moos,2019-09-21
7425,2873,42573,22.00,18.70,61,Candle Sticks 75,2019-09-21
7419,2872,60036,9.99,0.00,500,Knob,2019-09-21
7418,2872,6817,10.50,8.92,54,White Pedestal Plate #17,2019-09-21
7416,2871,60035,31.18,0.00,500,Fabric,2019-09-21
7415,2870,59928,2.99,2.54,17,Fall In Small Bag,2019-09-21
7144,2789,59931,180.00,0.00,500,Booth 7 Rent Fee For Octo,2019-09-21
7145,2790,59932,1.99,0.00,500,Light Bulbs,2019-09-21
7146,2790,55029,3.99,3.39,500,Notions- Uhu Tac Adhestiv,2019-09-21
7147,2791,15994,7.00,5.95,93,Vintage Camera,2019-09-21
7148,2792,50535,1.39,1.18,500,Haribo-gold Bears,2019-09-21
7149,2792,50532,1.39,1.18,500,Sour Patch Watermelon,2019-09-21
7150,2792,77209541,1.99,1.69,17,Archie Magazine,2019-09-21
7151,2792,77209541,1.99,1.69,17,Archie Magazine,2019-09-21
7152,2792,77209541,1.99,1.69,17,Archie Magazine,2019-09-21
7153,2792,77209541,1.99,1.69,17,Archie Magazine,2019-09-21
7154,2792,77209541,1.99,1.69,17,Archie Magazine,2019-09-21
7155,2792,77209541,1.99,1.69,17,Archie Magazine,2019-09-21
7160,2794,179032,5.00,4.25,54,Gray Pants,2019-09-21
7161,2794,16712,12.50,10.62,43,Denim Shirt Sz. S,2019-09-21
7162,2795,55088,3.49,2.96,500,Darice Hole Punch 0.3125i,2019-09-21
7164,2795,23425,5.00,4.25,31,49 Drawer Handles - 8 Pie,2019-09-21
7165,2795,59933,1.98,0.00,500,Paper (6),2019-09-21
7166,2796,58146,4.00,3.40,502,Erin Prints,2019-09-21
7168,2796,50532,1.39,1.18,500,Sour Patch Watermelon,2019-09-21
7171,2798,59945,3.24,0.00,500,Tool,2019-09-21
7172,2798,56185,9.99,8.49,500,Melissa-doug-fresh-start-,2019-09-21
7173,2799,59947,3.66,0.00,500,Fabric,2019-09-21
7175,2799,59949,2.33,0.00,500,Fabric,2019-09-21
7176,2800,54815,1.99,1.69,500,Martha Stewart Notebook,2019-09-21
7179,2803,15689,6.00,5.10,42,Black Pjs,2019-09-21
7180,2804,59951,0.55,0.00,500,String,2019-09-21
7182,2805,59953,2.24,0.00,500,Acrylic,2019-09-21
7183,2805,59954,15.99,0.00,500,Paint Brushes,2019-09-21
7185,2806,55425,1.00,0.85,500,Jolees Boutique Mittens A,2019-09-21
7186,2806,55420,0.99,0.84,500,Jolees By You-candy Canes,2019-09-21
7187,2806,57960,0.75,0.63,500,Mini Animal,2019-09-21
7188,2806,57960,0.75,0.63,500,Mini Animal,2019-09-21
7189,2806,50532,1.99,1.69,500,Sour Patch Watermelon,2019-09-21
7191,2807,57960,0.75,0.63,500,Mini Animal,2019-09-21
7192,2807,57960,0.75,0.63,500,Mini Animal,2019-09-21
7193,2807,57960,0.75,0.63,500,Mini Animal,2019-09-21
7196,2807,36345,3.50,2.97,48,Leather Bow Clip #62a,2019-09-21
7197,2808,17158,14.95,12.70,36,Autumn Season Sign,2019-09-21
7198,2809,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-21
7199,2809,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-21
7200,2809,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-21
7201,2809,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-21
7202,2809,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2019-09-21
7203,2809,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2019-09-21
7204,2809,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2019-09-21
7205,2809,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2019-09-21
7206,2809,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2019-09-21
7207,2809,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2019-09-21
7208,2809,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2019-09-21
7209,2809,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2019-09-21
7210,2809,48716,0.33,0.28,500,1 Misc Paper 12x12 Print,2019-09-21
7211,2810,18765,2.25,1.91,81,11 Vintage Grater - Lv30,2019-09-21
7212,2811,57960,0.75,0.63,500,Mini Animal,2019-09-21
7213,2811,57960,0.75,0.63,500,Mini Animal,2019-09-21
7214,2811,57960,0.75,0.63,500,Mini Animal,2019-09-21
7218,2812,59959,1.00,0.00,500,Cable Tie,2019-09-21
7219,2813,46114,4.19,3.56,500,Allure Of The Sea,2019-09-21
7220,2813,45188,0.95,0.80,500,Stabilo 88 Markers,2019-09-21
7225,2813,45359,0.99,0.84,500,Jolly-colored-pencil-sing,2019-09-21
7230,2814,26608,3.75,3.18,59,Vegetable Cans Set Of 4 4,2019-09-21
7745,2973,59767,4.99,4.24,70,Spirtual Awakening,2019-09-23
7741,2971,59300,12.99,11.04,4,Fox Outfit,2019-09-23
7738,2969,16389,1.99,1.69,27,Cookie Press,2019-09-23
7737,2968,77209504,16.00,13.60,6,Small White Plant Stand,2019-09-23
7732,2965,16005,5.00,4.25,93,The Boyds Collection,2019-09-23
7731,2964,59831,5.00,4.25,48,Bow Headband,2019-09-23
7730,2964,36287,3.50,2.97,48,Leather Bow Clip #62a,2019-09-23
7729,2964,36288,4.00,3.40,48,2 Pompom Ball Clips #62a,2019-09-23
7728,2963,51802,2.10,1.78,500,Extra-wide-double-fold-bi,2019-09-23
7727,2963,51802,2.10,1.78,500,Extra-wide-double-fold-bi,2019-09-23
7722,2961,18115,13.99,13.99,500,IOD Art Moulda Reflection,2019-09-23
7719,2961,57966,3.00,2.55,31,4 Mini Corn,2019-09-23
7712,2960,58256,15.00,12.75,63,Horse,2019-09-23
7711,2958,58256,15.00,12.75,63,Horse,2019-09-23
7704,2955,59598,13.00,11.05,93,Classic B&W Bow Set,2019-09-23
7702,2954,50528,1.00,0.85,500,Peanut Log,2019-09-23
7701,2954,50528,1.00,0.85,500,Peanut Log,2019-09-23
7700,2954,57960,0.75,0.63,500,Mini Animal,2019-09-23
7699,2954,57960,0.75,0.63,500,Mini Animal,2019-09-23
7698,2954,57960,0.75,0.63,500,Mini Animal,2019-09-23
7697,2954,57960,0.75,0.63,500,Mini Animal,2019-09-23
7696,2954,57960,0.75,0.63,500,Mini Animal,2019-09-23
7695,2954,57960,0.75,0.63,500,Mini Animal,2019-09-23
7694,2954,57960,0.75,0.63,500,Mini Animal,2019-09-23
7693,2954,57960,0.75,0.63,500,Mini Animal,2019-09-23
7692,2954,57960,0.75,0.63,500,Mini Animal,2019-09-23
7691,2954,57960,0.75,0.63,500,Mini Animal,2019-09-23
7690,2954,57960,0.75,0.63,500,Mini Animal,2019-09-23
7689,2954,57960,0.75,0.63,500,Mini Animal,2019-09-23
7688,2953,23357,7.50,6.37,31,49 Pyrex Butterfly Gold &,2019-09-23
7687,2952,54602,4.15,3.52,500,Coats-clark-s930 Black,2019-09-23
7683,2950,24747,1.50,0.00,500,DecoArt Acrylic Paint,2019-09-23
7682,2950,58861,1.50,0.00,500,DecoArt Acrylic Paint,2019-09-23
7675,2950,45970,9.99,8.49,500,Classic-cotton-stretched-,2019-09-23
7674,2950,45979,2.99,2.54,500,Cotton-canvas-panel 9x12,2019-09-23
7672,2950,44679,5.99,5.99,500,Royal Brushes Zen 1,2019-09-23
7670,2949,60207,3.73,0.00,500,Interface,2019-09-23
7666,2947,50532,1.39,1.18,500,Sour Patch Watermelon,2019-09-23
7664,2946,46617,1.49,1.26,500,Magnets-1 .75in Square,2019-09-23
7661,2946,17141,9.95,8.45,36,Caramel Popcorn,2019-09-23
7660,2945,17139,9.95,8.45,36,Fruity Pebbles,2019-09-23
7658,2944,48414,19.99,16.99,500,Rust Oleum-chalked- Matt,2019-09-23
7657,2944,44758,3.99,3.39,500,Waverly-stencil Brush-1',2019-09-23
7652,2942,60205,3.99,0.00,500,Glue Sticks,2019-09-23
7651,2941,60204,1.99,0.00,500,Heat N Bond,2019-09-23
7650,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7649,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7648,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7647,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7646,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7645,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7644,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7643,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7642,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7641,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7640,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7639,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7638,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7637,2940,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-09-23
7634,2939,60202,7.99,0.00,500,Halloween Decor,2019-09-23
7632,2938,54355,3.69,3.13,500,Gutermann-thread-250m-10,2019-09-23
7631,2938,53919,5.55,4.71,500,Gutermann-thread-500m 932,2019-09-23
7630,2938,54357,3.69,3.13,500,Gutermann-thread-250m-10,2019-09-23
7626,2937,25179,5.00,4.25,24,39 - Book,2019-09-23
7625,2937,25179,5.00,4.25,24,39 - Book,2019-09-23
7623,2935,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-23
7622,2935,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-23
7621,2934,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-23
7620,2934,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-23
7619,2934,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-23
7617,2932,16235,1.50,1.27,67,Cards,2019-09-23
7616,2932,47019,2.99,2.54,500,Genuine Gem Stone Beads,2019-09-23
7614,2932,48030,3.99,3.39,500,Darice Craft Designer Bra,2019-09-23
7613,2931,60185,0.99,0.00,500,Paper Clips,2019-09-23
7612,2931,60184,2.99,0.00,500,Hair Clips,2019-09-23
7608,2930,42859,5.50,4.67,52,77a Old Man Winter Plate,2019-09-23
7601,2928,27631,12.50,10.62,91,Antique Hand Carved Fire,2019-09-23
7600,2928,23557,28.00,23.80,87,Booth 10a Alpaca Scarf,2019-09-23
7599,2928,59765,4.99,4.24,70,Aroma Moody,2019-09-23
7596,2928,57520,4.99,4.24,70,Hot Cocoa #22,2019-09-23
7595,2926,60182,5.99,0.00,500,Brush,2019-09-23
7594,2925,60181,7.50,0.00,500,Fabric,2019-09-23
7593,2925,60180,0.98,0.00,500,Ribbon (2),2019-09-23
7592,2925,53497,7.99,6.79,500,Collins Super Strong Quil,2019-09-23
7590,2924,798,17.00,14.45,23,#11d Metal Framed Beveled,2019-09-23
7584,2924,60179,32.99,0.00,500,Picture,2019-09-23
7582,2923,46088,8.79,7.47,500,Kaiser-coloring-book The,2019-09-23
7580,2923,43407,2.00,1.70,49,Bracelet Space 78,2019-09-23
7578,2921,3997,10.00,8.50,76,Fenton Hobnail Slipper #2,2019-09-23
7574,2920,180765,28.00,23.80,42,*mirror,2019-09-23
7572,2919,48302,2.49,2.11,500,Bling Stickers Red Hears,2019-09-23
7571,2919,48302,2.49,2.11,500,Bling Stickers Red Hears,2019-09-23
7568,2916,34908,3.49,2.96,2,#6 5 1/2' Fence Board,2019-09-23
7567,2916,34913,3.99,3.39,2,#6 6' Fence Board,2019-09-23
7566,2916,87,3.50,2.97,44,10b Mug - I Drink And I K,2019-09-23
7565,2916,84,3.50,2.97,44,10b Mug - I Licked It So,2019-09-23
7561,2915,44762,0.49,0.00,500,1in Foam Brush,2019-09-23
7560,2915,44762,0.49,0.00,500,1in Foam Brush,2019-09-23
7555,2913,42070,18.00,15.30,6,Rustic Chicken Wire Baske,2019-09-23
7553,2912,24566,3.25,2.76,16,Wall Sliver Scones #38,2019-09-23
7552,2912,24566,3.25,2.76,16,Wall Sliver Scones #38,2019-09-23
7550,2912,153166,1.25,1.06,59,Tin Metal Pumpkin,2019-09-23
7549,2912,45388,5.00,4.25,500,Colored-pencils-art-alter,2019-09-23
7548,2912,20592,5.50,4.67,35,White Metal Wicker Basket,2019-09-23
7545,2910,52688,1.50,1.27,500,Dill Buttons 7,2019-09-23
7544,2910,52688,1.50,1.27,500,Dill Buttons 7,2019-09-23
7541,2909,59993,39.00,33.15,49,Mid Century Modern 3 Tier,2019-09-23
7540,2908,60178,11.43,0.00,500,Booth 71 Liz July Rent Fe,2019-09-23
7538,2906,40808,1.00,0.85,14,#67 Fms,2019-09-23
7536,2906,58983,2.00,1.70,3,Magazines,2019-09-23
7534,2904,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-23
7533,2904,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-23
7532,2904,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-23
7531,2904,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-23
7530,2904,53492,0.55,0.46,500,Dmc Embroidery Floss,2019-09-23
7529,2903,48379,2.49,2.11,500,Americana Multi Surface-s,2019-09-23
7528,2903,48372,2.49,2.11,500,Americana-multi-surface-s,2019-09-23
7527,2903,48456,2.49,2.11,500,Americana-multi-surface-s,2019-09-23
7526,2903,48535,2.49,2.11,500,Americana-multi-surface-s,2019-09-23
7520,2902,16412,2.00,1.70,49,Necklace,2019-09-23
7516,2900,58650,19.00,16.15,41,Real Drum,2019-09-23
7512,2900,59472,3.00,2.55,63,Ceramic Pumpkin,2019-09-23
7511,2900,59472,3.00,2.55,63,Ceramic Pumpkin,2019-09-23
7510,2900,60134,6.95,5.90,12,Happy Halloween Towel,2019-09-23
7508,2899,1649,14.95,12.70,45,16-set Of 2 Antique Wall,2019-09-23
7507,2898,57727,18.00,15.30,509,Milk Can W/Mums,2019-09-23
7506,2898,60168,2.00,0.00,500,Peanut Log (2),2019-09-23
7499,2897,160751,12.50,10.62,19,#8 Canada Dry Crate,2019-09-23
7498,2897,50532,1.39,1.18,500,Sour Patch Watermelon,2019-09-23
7497,2897,50509,3.99,3.39,500,Zellies-mints Cherry Berr,2019-09-23
7495,2896,57941,6.00,5.10,81,LV-Kitty HotPads-2,2019-09-23
7494,2895,17775,5.00,4.25,37,SALE Zelda Apron,2019-09-23
7492,2894,60165,4.99,0.00,500,M& D,2019-09-23
7488,2892,60162,0.75,0.00,500,Mini Fig,2019-09-23
7487,2892,40347,2.95,2.50,85,Just Me And My Dad Book #,2019-09-23
7485,2891,57590,12.00,10.20,24,Sign /T,2019-09-23
7484,2891,60161,6.99,0.00,500,Live Plant,2019-09-23
7483,2891,60160,2.79,0.00,500,Fabric Dye,2019-09-23
7475,2890,48652,0.59,0.50,500,Foam-sheet-1 Christmas Gr,2019-09-23
7474,2890,48652,0.59,0.50,500,Foam-sheet-1 Christmas Gr,2019-09-23
7473,2890,49498,3.49,2.96,500,Darice-wood Plaque,2019-09-23
7472,2890,49498,3.49,2.96,500,Darice-wood Plaque,2019-09-23
7524,2903,48533,2.49,2.11,500,Americana-multi-surface-s,2019-09-23
7525,2903,24821,2.49,2.11,500,Americana Multi Surface S,2019-09-23
7535,2905,48508,3.49,2.96,500,Pin Backs Gold 1in. 48pc,2019-09-23
7537,2906,40804,1.00,0.85,14,#67 Magazine Msl,2019-09-23
7539,2907,60175,10.98,0.00,500,Pins (2),2019-09-23
7542,2909,58834,25.00,21.25,1,Ceramic Pumpkin,2019-09-23
7543,2910,52487,2.10,1.78,500,Dill Buttons 7,2019-09-23
7546,2910,52487,2.10,1.78,500,Dill Buttons 7,2019-09-23
7547,2911,371,8.00,6.80,37,*x-large Scarf - Solid 11,2019-09-23
7551,2912,26580,2.25,1.91,59,41 Red Wheelbarrow Lg,2019-09-23
7554,2913,58956,3.00,2.55,54,White Pumpkin,2019-09-23
7556,2914,171167,4.99,4.24,81,Ceramic Cat S N P-AS,2019-09-23
7557,2915,44732,5.49,4.66,500,Aqua Flo Brush,2019-09-23
7558,2915,55559,4.99,4.24,500,Sticker-pad My Town,2019-09-23
7559,2915,56327,12.99,0.00,500,Melissa &amp; Doug-dry Er,2019-09-23
7562,2916,58953,1.00,0.85,54,Mini Pumpkin,2019-09-23
7563,2916,58953,1.00,0.85,54,Mini Pumpkin,2019-09-23
7564,2916,58953,1.00,0.85,54,Mini Pumpkin,2019-09-23
7569,2917,47920,3.99,3.39,500,Realeather Craft Lace-wax,2019-09-23
7570,2917,49279,1.99,1.69,500,Craftmedley Natural Bambo,2019-09-23
7573,2919,50925,5.99,5.09,500,Connected Words,2019-09-23
7575,2920,47018,2.99,2.54,500,Genuine Gem Stone Beads,2019-09-23
7576,2920,47018,2.99,2.54,500,Genuine Gem Stone Beads,2019-09-23
7577,2920,810,10.00,8.50,23,#11d Distressed Dragonfly,2019-09-23
7579,2922,53215,15.49,13.16,500,Olfa Rotary Blades 45mm 2,2019-09-23
7581,2923,16275,7.00,5.95,49,Brooch,2019-09-23
7583,2923,46083,8.79,7.47,500,Kaiser-coloring Book-flow,2019-09-23
7585,2924,15457,4.00,3.40,501,Hanging Candle Holders,2019-09-23
7586,2924,15457,4.00,3.40,501,Hanging Candle Holders,2019-09-23
7587,2924,15457,4.00,3.40,501,Hanging Candle Holders,2019-09-23
7588,2924,15457,4.00,3.40,501,Hanging Candle Holders,2019-09-23
7589,2924,12344,9.95,8.45,36,#27 Lrg Black Roses Vase,2019-09-23
7591,2925,53771,1.59,1.35,500,Collins Sewing Gauge 6 In,2019-09-23
7597,2928,23568,4.00,3.40,87,Amish Handmade Soap,2019-09-23
7598,2928,23568,4.00,3.40,87,Amish Handmade Soap,2019-09-23
7603,2929,49972,2.59,2.20,500,Dritz-decorative Nails-7/,2019-09-23
7604,2929,49972,2.59,2.20,500,Dritz-decorative Nails-7/,2019-09-23
7605,2929,49972,2.59,2.20,500,Dritz-decorative Nails-7/,2019-09-23
7606,2929,49972,2.59,2.20,500,Dritz-decorative Nails-7/,2019-09-23
7607,2930,17145,15.95,13.55,36,Autumn Tin Sign,2019-09-23
7609,2930,60124,2.00,1.70,76,Doily,2019-09-23
7610,2930,58700,15.95,13.55,56,Brown/Gray Plaid Blanket,2019-09-23
7611,2930,58894,8.00,6.80,76,Tea Towel,2019-09-23
7615,2932,47078,2.99,2.54,500,Genuine Gem Stone Beads,2019-09-23
7618,2933,60186,9.98,0.00,500,Hooks (2),2019-09-23
7624,2936,60201,5.99,0.00,500,Batting,2019-09-23
7627,2938,54490,1.80,1.53,500,Gutermann-thread-110yd 39,2019-09-23
7628,2938,54490,1.80,1.53,500,Gutermann-thread-110yd 39,2019-09-23
7629,2938,53962,1.80,1.53,500,Gutermann-thread-110yd 37,2019-09-23
7633,2939,48946,6.99,5.94,500,Rust-pleum-metallic Metal,2019-09-23
7635,2939,60203,2.49,0.00,500,Thread,2019-09-23
7636,2940,55049,5.99,5.09,500,Glue Dots Adhesive Ultra,2019-09-23
7653,2942,48701,0.35,0.29,500,9x12-felt-sq-grey-25pc-pk,2019-09-23
7654,2942,48701,0.35,0.29,500,9x12-felt-sq-grey-25pc-pk,2019-09-23
7655,2942,16106,1.00,0.00,500,1 Misc Fabric,2019-09-23
7656,2943,25032,2.50,2.12,24,39 - Pie Server,2019-09-23
7659,2944,48543,8.99,0.00,500,Americana-decor-satin-ena,2019-09-23
7662,2946,46647,4.99,4.24,500,Magnets 1,2019-09-23
7663,2946,46647,4.99,4.24,500,Magnets 1,2019-09-23
7665,2947,57958,6.50,5.52,42,Kid Vans,2019-09-23
7667,2947,27070,6.00,5.10,30,36 Cedar Bundle #43,2019-09-23
7668,2948,60206,27.93,23.74,1,Fiesta Ware Blue Mugs (7),2019-09-23
7669,2949,16106,12.98,0.00,500,1 Misc Fabric,2019-09-23
7671,2950,60208,12.49,0.00,500,Sketchbook,2019-09-23
7673,2950,60209,9.75,0.00,500,Paint Brush,2019-09-23
7676,2950,57130,1.49,1.49,500,Art Alternitive 10 Well P,2019-09-23
7677,2950,57756,1.50,0.00,500,DacoArt Crafters Acrylic,2019-09-23
7678,2950,24797,1.50,1.27,500,Crafters-acrylic-cafe Moc,2019-09-23
7679,2950,58812,1.50,0.00,500,DecoArt Acrylic Paint,2019-09-23
7680,2950,24754,1.50,0.00,500,Crafters Acrylic-blue Neo,2019-09-23
7681,2950,24812,1.50,0.00,500,DecoArt Acrylic Paint,2019-09-23
7684,2951,40388,4.75,4.03,85,Wa State Cougars Baby One,2019-09-23
7685,2951,77209525,5.00,4.25,17,Dr Seuss Set 3,2019-09-23
7686,2952,60210,6.99,0.00,500,Duster,2019-09-23
7703,2955,113361,22.00,18.70,502,Cuddle Weather,2019-09-23
7705,2955,12183,13.00,11.05,93,#23 Circus Bow Set Headba,2019-09-23
7706,2956,16106,1.99,0.00,500,1 Misc Fabric,2019-09-23
7522,2903,48542,2.49,2.11,500,Americana Multi Surface S,2019-09-23
7521,2903,48534,2.49,2.11,500,Americana-multi-surface-s,2019-09-23
7519,2901,3978,12.00,10.20,76,Wood/metal Planter #2,2019-09-23
7518,2901,7646,4.00,3.40,15,18 Ghost Toy,2019-09-23
7517,2901,57807,24.00,20.40,76,Lamp,2019-09-23
7515,2900,10163,2.00,1.70,63,25 Mini Pumpkin,2019-09-23
7514,2900,10163,2.00,1.70,63,25 Mini Pumpkin,2019-09-23
7513,2900,10163,2.00,1.70,63,25 Mini Pumpkin,2019-09-23
7509,2900,60133,6.95,5.90,12,Eat Drink Scary Towel,2019-09-23
7505,2898,7729,7.50,6.37,64,1a Bathroom Decor,2019-09-23
7504,2898,60166,7.96,0.00,500,Fat Quarters (4),2019-09-23
7503,2898,59051,22.00,18.70,61,Jacket,2019-09-23
7502,2897,15664,6.50,5.52,42,Lightweight Coat,2019-09-23
7501,2897,57389,11.00,9.35,63,Jacket Soft,2019-09-23
7500,2897,17437,6.00,5.10,54,Blush Jeans,2019-09-23
7496,2896,17573,10.00,8.50,63,Dress Unv Threads,2019-09-23
7493,2894,15708,7.00,5.95,74,BIBS Pacifier,2019-09-23
7491,2894,41608,12.00,10.20,74,Blue Circles Baby Swaddle,2019-09-23
7490,2894,60164,4.50,3.82,43,Baby Toy,2019-09-23
7489,2893,60163,0.75,0.00,500,Mini Fig,2019-09-23
7486,2892,40155,4.95,4.20,85,Dr. Seuss Bk #63,2019-09-23
7482,2890,46534,0.99,0.84,500,Foam-sheet-1 Red 11.81x17,2019-09-23
7481,2890,48432,0.89,0.75,500,Foam Sheet-9x12,2019-09-23
7480,2890,48432,0.89,0.75,500,Foam Sheet-9x12,2019-09-23
7479,2890,48432,0.89,0.75,500,Foam Sheet-9x12,2019-09-23
7478,2890,48432,0.89,0.75,500,Foam Sheet-9x12,2019-09-23
7477,2890,48432,0.89,0.75,500,Foam Sheet-9x12,2019-09-23
7476,2890,48432,0.89,0.75,500,Foam Sheet-9x12,2019-09-23
7471,2889,60156,0.50,0.00,500,Misc,2019-09-23
7470,2889,57701,8.00,6.80,37,Scarf,2019-09-23
7707,2956,16106,23.63,0.00,500,1 Misc Fabric,2019-09-23
7708,2957,60232,9.00,7.65,43,Rattle Rabbit (2),2019-09-23
7709,2958,18169,9.95,8.45,508,DB THE GULF,2019-09-23
7710,2958,1628,14.95,12.70,45,16-pair Of Sheep-2,2019-09-23
7713,2960,18169,9.95,8.45,508,DB THE GULF,2019-09-23
7714,2960,1628,14.95,12.70,45,16-pair Of Sheep-2,2019-09-23
7715,2961,26960,1.25,1.06,59,41 Embellished Pin Butter,2019-09-23
7716,2961,26997,1.25,1.06,59,41 Embellished Pin Angel,2019-09-23
7717,2961,26960,1.25,1.06,59,41 Embellished Pin Butter,2019-09-23
7718,2961,26997,1.25,1.06,59,41 Embellished Pin Angel,2019-09-23
7720,2961,54951,8.39,7.13,500,Martha Stewart Punch Quat,2019-09-23
7721,2961,114427,13.99,13.99,500,IOD Art Moulds Needful,2019-09-23
7723,2961,60233,15.99,0.00,500,Watercolor Pencil,2019-09-23
7724,2962,26460,1.25,1.06,59,41 Lady Bug Fly Swatter,2019-09-23
7725,2962,16106,1.99,0.00,500,1 Misc Fabric,2019-09-23
7726,2963,53460,1.49,1.26,500,Darice Wood-embroidery-ho,2019-09-23
7733,2966,16106,2.99,0.00,500,1 Misc Fabric,2019-09-23
7734,2966,16106,3.99,0.00,500,1 Misc Fabric,2019-09-23
7735,2966,16106,3.99,0.00,500,1 Misc Fabric,2019-09-23
7736,2967,59218,19.50,16.57,83,Wooden Pumpkin-sm.,2019-09-23
7739,2969,162661,9.00,7.65,51,FAMILY Sign,2019-09-23
7740,2970,44835,14.99,0.00,500,Art Alternatives 50pc Mar,2019-09-23
7743,2972,57315,2.99,2.54,17,Small Berry Ring,2019-09-23
